id	crop	tradeName	geneSource	gmTrait	developer	country	countryCode	food	feed	cultivation
11	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Australia	AUS	2007	0	0
11	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Canada	CAN	2005	2005	2005
11	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Japan	JPN	2005	2006	2006
11	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Mexico	MEX	2005	0	2005
11	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	New Zealand	NCL	2007	0	0
11	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Philippines	PHL	2006	2006	0
11	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Singapore	SGP	0	2014	0
11	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	South Korea	ATF	2007	2008	0
11	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	United States of America	USA	2004	2004	2005
13	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Japan	JPN	2005	2006	2006
13	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Mexico	MEX	2010	0	0
13	Alfalfa, Lucerne	Roundup Ready™ Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	South Korea	ATF	2007	2008	0
12	Alfalfa, Lucerne	Roundup Ready&trade; Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Australia	AUS	2007	0	0
12	Alfalfa, Lucerne	Roundup Ready&trade; Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Canada	CAN	2005	2005	2005
12	Alfalfa, Lucerne	Roundup Ready&trade; Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Japan	JPN	2005	2006	2006
12	Alfalfa, Lucerne	Roundup Ready&trade; Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Mexico	MEX	2005	0	2005
12	Alfalfa, Lucerne	Roundup Ready&trade; Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	New Zealand	NCL	2007	0	0
12	Alfalfa, Lucerne	Roundup Ready&trade; Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Philippines	PHL	2006	2006	0
12	Alfalfa, Lucerne	Roundup Ready&trade; Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	Singapore	SGP	0	2014	0
12	Alfalfa, Lucerne	Roundup Ready&trade; Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	South Korea	ATF	2007	2008	0
12	Alfalfa, Lucerne	Roundup Ready&trade; Alfalfa	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company and Forage Genetics International	United States of America	USA	2004	2004	2005
356	Alfalfa, Lucerne	HarvXtra™	Medicago sativa (alfalfa),Escherichia coli	Antibiotic resistance,Altered lignin production	Monsanto Company and Forage Genetics International	Australia	AUS	2014	0	0
356	Alfalfa, Lucerne	HarvXtra™	Medicago sativa (alfalfa),Escherichia coli	Antibiotic resistance,Altered lignin production	Monsanto Company and Forage Genetics International	Canada	CAN	2014	2014	2014
356	Alfalfa, Lucerne	HarvXtra™	Medicago sativa (alfalfa),Escherichia coli	Antibiotic resistance,Altered lignin production	Monsanto Company and Forage Genetics International	Japan	JPN	2015	0	0
356	Alfalfa, Lucerne	HarvXtra™	Medicago sativa (alfalfa),Escherichia coli	Antibiotic resistance,Altered lignin production	Monsanto Company and Forage Genetics International	Mexico	MEX	2015	0	0
356	Alfalfa, Lucerne	HarvXtra™	Medicago sativa (alfalfa),Escherichia coli	Antibiotic resistance,Altered lignin production	Monsanto Company and Forage Genetics International	New Zealand	NCL	2014	0	0
356	Alfalfa, Lucerne	HarvXtra™	Medicago sativa (alfalfa),Escherichia coli	Antibiotic resistance,Altered lignin production	Monsanto Company and Forage Genetics International	South Korea	ATF	2016	2015	0
356	Alfalfa, Lucerne	HarvXtra™	Medicago sativa (alfalfa),Escherichia coli	Antibiotic resistance,Altered lignin production	Monsanto Company and Forage Genetics International	United States of America	USA	2013	2013	2014
399	Alfalfa, Lucerne	not available	Agrobacterium tumefaciens,Medicago sativa (alfalfa),Escherichia coli	Glyphosate herbicide tolerance,Antibiotic resistance,Altered lignin production	Monsanto Company (including fully and partly owned companies)	Japan	JPN	2016	2016	2016
399	Alfalfa, Lucerne	not available	Agrobacterium tumefaciens,Medicago sativa (alfalfa),Escherichia coli	Glyphosate herbicide tolerance,Antibiotic resistance,Altered lignin production	Monsanto Company (including fully and partly owned companies)	Mexico	MEX	2015	0	0
399	Alfalfa, Lucerne	not available	Agrobacterium tumefaciens,Medicago sativa (alfalfa),Escherichia coli	Glyphosate herbicide tolerance,Antibiotic resistance,Altered lignin production	Monsanto Company (including fully and partly owned companies)	South Korea	ATF	0	2016	0
393	Apple	Arctic™ "Golden Delicious" Apple	Malus domestica,Escherichia coli	Antibiotic resistance,Non-Browning Phenotype	Okanagan Specialty Fruits Incorporated	Canada	CAN	2015	2015	2015
393	Apple	Arctic™ "Golden Delicious" Apple	Malus domestica,Escherichia coli	Antibiotic resistance,Non-Browning Phenotype	Okanagan Specialty Fruits Incorporated	United States of America	USA	2015	2015	2015
394	Apple	Arctic™	Malus domestica,Escherichia coli	Antibiotic resistance,Non-Browning Phenotype	Okanagan Specialty Fruits Incorporated	Canada	CAN	2015	2015	2015
394	Apple	Arctic™	Malus domestica,Escherichia coli	Antibiotic resistance,Non-Browning Phenotype	Okanagan Specialty Fruits Incorporated	United States of America	USA	2015	2015	2015
425	Apple	Arctic™ Fuji Apple	Malus domestica,Escherichia coli	Antibiotic resistance,Non-Browning Phenotype	Okanagan Specialty Fruits Incorporated	United States of America	USA	2016	2016	2016
8	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Laurical&trade; Canola	Umbellularia californica,Escherichia coli	Modified oil/fatty acid,Antibiotic resistance	Monsanto Company (including fully and partly owned companies)	Canada	CAN	1996	1996	1996
8	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Laurical&trade; Canola	Umbellularia californica,Escherichia coli	Modified oil/fatty acid,Antibiotic resistance	Monsanto Company (including fully and partly owned companies)	United States of America	USA	1994	1994	1994
9	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Laurical&trade; Canola	Umbellularia californica,Escherichia coli	Modified oil/fatty acid,Antibiotic resistance	Monsanto Company (including fully and partly owned companies)	Canada	CAN	1996	1996	1996
9	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Laurical&trade; Canola	Umbellularia californica,Escherichia coli	Modified oil/fatty acid,Antibiotic resistance	Monsanto Company (including fully and partly owned companies)	United States of America	USA	0	1994	1994
332	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	not available	Bacillus licheniformis	Glyphosate herbicide tolerance	DuPont (Pioneer Hi-Bred International Inc.)	Canada	CAN	2012	2012	2012
284	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Optimum® Gly canola	Bacillus licheniformis	Glyphosate herbicide tolerance	DuPont (Pioneer Hi-Bred International Inc.)	Australia	AUS	2014	2016	2016
284	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Optimum® Gly canola	Bacillus licheniformis	Glyphosate herbicide tolerance	DuPont (Pioneer Hi-Bred International Inc.)	Canada	CAN	2012	2012	2012
284	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Optimum® Gly canola	Bacillus licheniformis	Glyphosate herbicide tolerance	DuPont (Pioneer Hi-Bred International Inc.)	Japan	JPN	2014	0	2015
284	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Optimum® Gly canola	Bacillus licheniformis	Glyphosate herbicide tolerance	DuPont (Pioneer Hi-Bred International Inc.)	Mexico	MEX	2012	0	0
284	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Optimum® Gly canola	Bacillus licheniformis	Glyphosate herbicide tolerance	DuPont (Pioneer Hi-Bred International Inc.)	New Zealand	NCL	2014	0	0
284	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Optimum® Gly canola	Bacillus licheniformis	Glyphosate herbicide tolerance	DuPont (Pioneer Hi-Bred International Inc.)	South Africa	ATF	2016	2016	0
284	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Optimum® Gly canola	Bacillus licheniformis	Glyphosate herbicide tolerance	DuPont (Pioneer Hi-Bred International Inc.)	South Korea	ATF	2015	2015	0
284	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Optimum® Gly canola	Bacillus licheniformis	Glyphosate herbicide tolerance	DuPont (Pioneer Hi-Bred International Inc.)	Taiwan	TWN	2016	0	0
284	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Optimum® Gly canola	Bacillus licheniformis	Glyphosate herbicide tolerance	DuPont (Pioneer Hi-Bred International Inc.)	United States of America	USA	2012	2012	2013
14	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Canada	CAN	1997	1997	1997
14	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Chile	CHL	0	0	2007
14	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Japan	JPN	2001	2003	2006
14	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	United States of America	USA	2002	2002	2003
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Australia	AUS	2000	0	2003
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Canada	CAN	1994	1995	1995
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	China	CHN	2002	2002	0
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	European Union	EU	1997	2007	0
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Japan	JPN	2001	2003	2006
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Mexico	MEX	1996	0	0
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	New Zealand	NCL	2000	0	0
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Philippines	PHL	2003	2003	0
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Singapore	SGP	2014	0	0
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	South Korea	ATF	2003	2005	0
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Taiwan	TWN	2015	0	0
10	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Roundup Ready&trade; Canola	Agrobacterium tumefaciens,Ochrobactrum anthropi	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	United States of America	USA	1995	1995	1999
15	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Independence&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	China	CHN	2002	2002	0
15	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Independence&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	Japan	JPN	2001	2003	2007
15	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Independence&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	United States of America	USA	1995	1995	1995
6	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces viridochromogenes	Glufosinate herbicide tolerance	Bayer CropScience (including fully and partly owned companies)	Australia	AUS	2002	0	2003
6	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces viridochromogenes	Glufosinate herbicide tolerance	Bayer CropScience (including fully and partly owned companies)	Canada	CAN	1997	1996	1996
6	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces viridochromogenes	Glufosinate herbicide tolerance	Bayer CropScience (including fully and partly owned companies)	China	CHN	2002	2002	0
6	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces viridochromogenes	Glufosinate herbicide tolerance	Bayer CropScience (including fully and partly owned companies)	European Union	EU	2009	2009	0
6	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces viridochromogenes	Glufosinate herbicide tolerance	Bayer CropScience (including fully and partly owned companies)	Japan	JPN	2001	2003	2007
6	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces viridochromogenes	Glufosinate herbicide tolerance	Bayer CropScience (including fully and partly owned companies)	Mexico	MEX	2001	0	0
6	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces viridochromogenes	Glufosinate herbicide tolerance	Bayer CropScience (including fully and partly owned companies)	New Zealand	NCL	2002	0	0
6	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces viridochromogenes	Glufosinate herbicide tolerance	Bayer CropScience (including fully and partly owned companies)	South Korea	ATF	2005	2005	0
6	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces viridochromogenes	Glufosinate herbicide tolerance	Bayer CropScience (including fully and partly owned companies)	United States of America	USA	1998	1998	1998
418	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor™ x TruFlex™ Roundup Ready™ Canola	Streptomyces viridochromogenes,Agrobacterium tumefaciens	Glufosinate herbicide tolerance,Glyphosate herbicide tolerance	Bayer CropScience (including fully and partly owned companies)	Australia	AUS	2016	2016	2016
5	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Innovator&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	Australia	AUS	2002	0	2003
5	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Innovator&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	Canada	CAN	1995	1995	1995
5	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Innovator&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	China	CHN	2002	2002	0
5	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Innovator&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	European Union	EU	1997	1998	0
5	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Innovator&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	Japan	JPN	2001	2003	2007
5	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Innovator&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	Mexico	MEX	1999	0	0
5	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Innovator&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	New Zealand	NCL	2002	0	0
5	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Innovator&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	South Africa	ATF	2001	2001	0
5	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Innovator&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	South Korea	ATF	2005	2008	0
5	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link&trade; Innovator&trade;	Streptomyces hygroscopicus,Escherichia coli	Glufosinate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	United States of America	USA	1995	0	2002
417	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Liberty Link™ Innovator™ x TruFlex™ Roundup Ready™ Canola	Streptomyces hygroscopicus,Escherichia coli,Agrobacterium tumefaciens	Glufosinate herbicide tolerance,Glyphosate herbicide tolerance,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	Australia	AUS	2016	2016	2016
255	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	TruFlex&trade; Roundup Ready&trade; Canola	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Australia	AUS	2012	2012	2014
255	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	TruFlex&trade; Roundup Ready&trade; Canola	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Canada	CAN	2012	2012	2012
255	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	TruFlex&trade; Roundup Ready&trade; Canola	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	European Union	EU	2015	2015	0
255	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	TruFlex&trade; Roundup Ready&trade; Canola	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Japan	JPN	2013	2013	2013
255	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	TruFlex&trade; Roundup Ready&trade; Canola	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Mexico	MEX	2013	0	0
255	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	TruFlex&trade; Roundup Ready&trade; Canola	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	New Zealand	NCL	2012	2012	0
255	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	TruFlex&trade; Roundup Ready&trade; Canola	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	Philippines	PHL	2015	2015	0
255	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	TruFlex&trade; Roundup Ready&trade; Canola	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	South Korea	ATF	0	2014	0
255	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	TruFlex&trade; Roundup Ready&trade; Canola	Agrobacterium tumefaciens	Glyphosate herbicide tolerance	Monsanto Company (including fully and partly owned companies)	United States of America	USA	2012	2012	2013
375	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor™ x TruFlex™ Roundup Ready™ Canola	Agrobacterium tumefaciens,Streptomyces hygroscopicus,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens	Glufosinate herbicide tolerance,Glyphosate herbicide tolerance,Male sterility,Fertility restoration	Monsanto Company (including fully and partly owned companies)	Japan	JPN	2015	2015	2015
375	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor™ x TruFlex™ Roundup Ready™ Canola	Agrobacterium tumefaciens,Streptomyces hygroscopicus,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens	Glufosinate herbicide tolerance,Glyphosate herbicide tolerance,Male sterility,Fertility restoration	Monsanto Company (including fully and partly owned companies)	Mexico	MEX	2015	0	0
375	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor™ x TruFlex™ Roundup Ready™ Canola	Agrobacterium tumefaciens,Streptomyces hygroscopicus,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens	Glufosinate herbicide tolerance,Glyphosate herbicide tolerance,Male sterility,Fertility restoration	Monsanto Company (including fully and partly owned companies)	South Korea	ATF	2014	2015	0
377	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	not available	Agrobacterium tumefaciens,Streptomyces hygroscopicus,Bacillus amyloliquefaciens	Glufosinate herbicide tolerance,Glyphosate herbicide tolerance,Fertility restoration	Bayer CropScience (including fully and partly owned companies)	Australia	AUS	2016	2016	2016
377	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	not available	Agrobacterium tumefaciens,Streptomyces hygroscopicus,Bacillus amyloliquefaciens	Glufosinate herbicide tolerance,Glyphosate herbicide tolerance,Fertility restoration	Bayer CropScience (including fully and partly owned companies)	Japan	JPN	2015	2015	2015
377	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	not available	Agrobacterium tumefaciens,Streptomyces hygroscopicus,Bacillus amyloliquefaciens	Glufosinate herbicide tolerance,Glyphosate herbicide tolerance,Fertility restoration	Bayer CropScience (including fully and partly owned companies)	Mexico	MEX	2015	0	0
377	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	not available	Agrobacterium tumefaciens,Streptomyces hygroscopicus,Bacillus amyloliquefaciens	Glufosinate herbicide tolerance,Glyphosate herbicide tolerance,Fertility restoration	Bayer CropScience (including fully and partly owned companies)	South Korea	ATF	2014	0	0
260	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Phytaseed&trade; Canola	Escherichia coli,Aspergillus niger	Phytase production,Antibiotic resistance	BASF	United States of America	USA	1999	1999	0
261	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Phytaseed&trade; Canola	Escherichia coli,Aspergillus niger	Phytase production,Antibiotic resistance	BASF	United States of America	USA	1999	1999	0
262	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Phytaseed&trade; Canola	Escherichia coli,Aspergillus niger	Phytase production,Antibiotic resistance	BASF	United States of America	USA	1999	1999	1998
263	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Phytaseed&trade; Canola	Escherichia coli,Aspergillus niger	Phytase production,Antibiotic resistance	BASF	United States of America	USA	1999	1999	0
264	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	Phytaseed&trade; Canola	Escherichia coli,Aspergillus niger	Phytase production,Antibiotic resistance	BASF	United States of America	USA	1999	1999	0
2	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces hygroscopicus,Bacillus amyloliquefaciens,Escherichia coli	Glufosinate herbicide tolerance,Male sterility,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	Australia	AUS	2002	0	2003
2	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces hygroscopicus,Bacillus amyloliquefaciens,Escherichia coli	Glufosinate herbicide tolerance,Male sterility,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	Canada	CAN	1995	1995	1995
2	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces hygroscopicus,Bacillus amyloliquefaciens,Escherichia coli	Glufosinate herbicide tolerance,Male sterility,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	China	CHN	2002	2002	0
2	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces hygroscopicus,Bacillus amyloliquefaciens,Escherichia coli	Glufosinate herbicide tolerance,Male sterility,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	European Union	EU	1997	1996	0
2	Argentine Canola, Canola, Oilseed rape, Rapeseed, Turnip	InVigor&trade; Canola	Streptomyces hygroscopicus,Bacillus amyloliquefaciens,Escherichia coli	Glufosinate herbicide tolerance,Male sterility,Antibiotic resistance	Bayer CropScience (including fully and partly owned companies)	Mexico	MEX	1999	0	0
